title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,object_thumb,object_location,reference_url
"Wills in later medieval England, with special reference to women.","Mills, Katherine Louise","1992","not available","Wills ;England ;History; Women ;Legal Status, Laws, Etc;England ;History; Married Women ;England ;History; Marital Property ;England ;History;England ;Social Life And Customs 1066-1485","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/12095367-7769-49ef-ac4b-5d422af16cf0/etd_pdf/c9e36a35c0d7e7502e63f84a1805d2ad/mills-willsinlatermedievalenglandwithspecialreference.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_238.html"
"Visions of grandeur; planning for the Canadian post-war army, 1944- 1947.","Brulotte, Bryan","1992","not available","Canada; Canadian Armed Forces ;History;Canada;Military history","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/6ab344cb-4730-4d4f-8fd8-6a97d8cfed64/etd_pdf/ad910b70dbd8de099b7170b137295840/brulotte-visionsofgrandeurplanningforthecanadianpostwar.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_239.html"
"A history of the Ottawa Allied Trades and Labour Association 1897-1922; a study of working-class resistance and accommodation by the craft worker.","Sykes, Peggy J.","1992","not available","not yet catalogued","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/ec93bd25-af02-409e-93bd-b00a77962b88/etd_pdf/2bf292d082daa5a395923f3edecebcde/sykes-ahistoryoftheottawaalliedtradesandlabourassociation.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_240.html"
"The district land boards: a study of early land administration in Upper Canada, 1788-94.","Moorman, David","1992","not available","not yet catalogued","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/cf098b5b-92b0-4c52-9aff-a01832c25c6f/etd_pdf/9ea33055f5d924ec1a2feca12a1c2607/moorman-thedistrictlandboardsastudyofearlylandadministration.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_241.html"
"Grudging gifts: Canada, the Colombo plan and the formation of an aid policy.","Shaw, Jacqueline T.","1992","not available","not yet catalogued","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/b0e00192-1f0c-4ee0-ab2e-aba0dd4c6fda/etd_pdf/dc3cc27d2cf496223dc86fe0dc7ef94d/shaw-grudginggiftscanadathecolomboplanandtheformation.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_242.html"
"Revolution and reaction : the emergence of the Hungarian national movement","Isztil, Janos","1992","not available","Hungary;Politics And Government;1699-1848; Nationalism ;Hungary;Hungary;Intellectual Life","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/05e875aa-4600-4fd8-b5fb-60b5008b6be3","https://shawngraham.github.io/test-collectionbuilder/items/hist_243.html"
"Officer-man relations in the Canadian Expeditionary Force, 1914-1919.","Losinger, Isabella Diane","1991","not available","Canada;Armed forces ;Officers;Canada;Armed forces ;Personnel Management; Intergroup Relations;Canada; Canadian Army ; Canadian Expeditionary Force;World War, 1914-1918 ;Canada","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/88bcdb4b-da46-4c07-a717-dca707036601/etd_pdf/d6dcdc74012e0d2a11e749c952468ddc/losinger-officermanrelationsinthecanadianexpeditionary.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_244.html"
"Direct democrat: W. C. Good and the Ontario farm progressive challenge, 1895-1929.","Wylie, T. Robin","1991","not available","Good, William Charles, 1876-1967Agriculture,cooperative ;Ontario ; Co-operative Commonwealth Federation;Canada;Politics And Government 20th Century","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/550f7ac0-401e-4383-8e1d-e541f79202ee/etd_pdf/0aa50836e9230d1d19a2d2c261fde763/wylie-directdemocratwcgoodandtheontariofarmprogressive.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_245.html"
"A dolls house or the house of the dead : political exiles in northern Russia and Siberia, 1880-1917.","Donicht, Gaby","1990","not available","Russia ;Exiles; Siberia (Russia) ;Politics And Government; Russia, Northern ;Politics And Government;Exiles;Social Conditions","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/8748e10e-9e9e-40b8-b683-283c467a0b51/etd_pdf/7b72547fbdefa4c2ae283f8b5a21f878/donicht-adollshouseorthehouseofthedeadpoliticalexiles.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_246.html"
"The growth of the protestant chaplains service in the Canadian military 1945-1968 : the pursuit of assumed status.","Fowler, Albert G.","1990","not available","not yet catalogued","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/36e29c52-64dc-4ebe-b012-147fb25643f0/etd_pdf/adabe93f4cf9ce119a05f6fb72dffee8/fowler-thegrowthoftheprotestantchaplainsservicein.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_247.html"
"Feed the flame : a natural history of the Ottawa Literary and Scientific Society.","Gaizauskas, Barbara","1990","not available","Ottawa Literary And Scientific Society; Ottawa (Ont;Intellectual Life;History; Ottawa (Ont;Social Life And Customs; Ottawa (Ont;History","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/b81c434b-04c8-4886-9c97-cfc1a560ff51/etd_pdf/30983676ed20474b11d22344cecd7030/gaizauskas-feedtheflameanaturalhistoryoftheottawaliterary.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_248.html"
"Continued and persevering combat : the Ontario Womans Christian Temperance Union, evangelicalism and social reform, 1874-1916.","Cook, Sharon Anne","1990","not available","Ontario Woman&#39;s Christian Temperance Union; Temperance ;Ontario ;Societies, Etc;History; Women ;Ontario ;Societies And Clubs ;History; Women ;Ontario ;History","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/e314db24-fc3e-4757-89ac-60cf28ef85cc/etd_pdf/48d389aea98703bc39539c2786abc099/cook-continuedandperseveringcombattheontariowomans.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_249.html"
"Delivering electrical technology to the Ontario housewife, 1920-1939: an alliance of professional women, advertisers and the electrical industry.","Dodd, Dianne E.","1989","not available","Electric Industries ;Ontario ;History;Electric Industries ;Ontario ;Social Aspects;Electric Household Appliances Industry ;Ontario ;History; Women ;Social Conditions;Technology ;Social Aspects","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/368e346e-261f-4119-ba0d-fff206085a28/etd_pdf/89a0b7a068d6bcb34f105bd26a91a580/dodd-deliveringelectricaltechnologytotheontario.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_250.html"
"Daily life on western Hudson Bay 1714 to 1870: a social history of York Factory and Churchill.","Payne, Michael B.","1989","not available","York Factory (Man;Social Conditions;Churchill (Man;Social Conditions;Hudson&#39;s Bay Company ;History;Fur Trade ;Canada;History","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/73ed5e20-770d-45a7-abda-f86a1b8b1f0b/etd_pdf/4eb668cfb506b4440ba0dd3cfdfd8827/payne-dailylifeonwesternhudsonbay1714to1870asocial.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_251.html"
"The Irish question in Canada: Ireland, the Irish and Canadian politics, 1880-1922.","Shanahan, David","1989","not available","Irish Canadians ;Cultural Assimilation; Irish ;Canada;History; Irish Question;Canada;Politics And Government 1867-","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/cd13bff5-ec8f-479b-9199-a89154215cc7/etd_pdf/a912351973077ef4eb0df785ce36771c/shanahan-theirishquestionincanadairelandtheirishand.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_252.html"
"The Negotiations between Canada and India for the supply of the N.R.X. nuclear research reactor 1955-56: a case study in participatory internationalism.","Lonergan, Iris Heidrun","1989","not available","Canada India Reactor Project; Technical Assistance, Canadian ;India;Canada;Foreign Relations ;India;India;Foreign Relations ;Canada; Internationalism ;Case Studies","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/c8ece761-e309-432c-b8e1-c05235993d90/etd_pdf/937eeaf9bafa9d4f9747a1742765e699/lonergan-thenegotiationsbetweencanadaandindiaforthe.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_253.html"
"Sudbury 1883-1946: a social historical study of property and class.","Dennie, Donald","1989","not available","not yet catalogued","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/5849edcf-0272-4caf-8c5b-067f46de01c9/etd_pdf/1dfc332d31481ecb076750a0a40561e3/dennie-sudbury18831946asocialhistoricalstudyofproperty.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_254.html"
"The philosophy of agriculture; the promise of the intellect in Ontario farming, 1835-1914.","Nesmith, Tom","1988","not available","not yet catalogued","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/fa66a158-f46c-4f09-a663-9e982cda5b3a/etd_pdf/d7e4f90f49b4b3ddc70f8bf4fbddf6e0/nesmith-thephilosophyofagriculturethepromiseofthe.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_255.html"
"The genesis of reform politics in Upper Canada; the opposition group of the fifth parliament, 1809-1812.","Kino, Junko","1988","not available","not yet catalogued","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/87b7ff45-b2ab-4f6d-b1b2-4f384e8c173d/etd_pdf/4b0a5f6bfb3dd75e8f70cb99842409b7/kino-thegenesisofreformpoliticsinuppercanadathe.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_256.html"
"The social and political thought of the Farmers Institutes of Ontario, 1884-1917; manifestations of agrarian discontent.","Badgley, Kerry A.","1988","not available","not yet catalogued","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/ae9ab566-5bbc-4541-a33f-a315d7c5cc3a/etd_pdf/e5395df0fc23b65f98e51974411e7910/badgley-thesocialandpoliticalthoughtofthefarmersinstitutes.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_257.html"
"Educating for peace and co-operation: the Womens International League for Peace and Freedom in Canada, 1919-1929.","Boutilier, Beverly","1988","not available","Women&#39;s International League For Peace And Freedom; Women And Peace; Peace Movements ;Canada;History","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/4400f54e-44b4-4056-8045-22d59ed1c948/etd_pdf/897bb029354eb9f454d89c908c9a909a/boutilier-educatingforpeaceandcooperationthewomensinternational.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_258.html"
"Dan McArthurs concept of objectivity and his struggle to defend the integrity of the CBC News Service, 1940-1945.","Albota, Robert J. F.","1988","not available","Mcarthur, Dan (Daniel C;Canadian Broadcasting Corporation; Radio Journalism ;Canada","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/38f243aa-b2aa-4d15-82d2-fa0c6f0c8829/etd_pdf/420fd52d948f413301159554586e8636/albota-danmcarthursconceptofobjectivityandhisstruggle.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_259.html"
"The Other navy at war: the RCNs tribal class destroyers 1939-1944.","Whitby, Michael J.","1988","not available","Destroyers (Warships) ;Canada;Canada; Royal Canadian Navy ;History World War, 1939-1945World War, 1939-1945 ;Naval Operations, Canadian","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/82204709-540c-4b0e-8375-7e774cf01da9/etd_pdf/2c5966f70dbf7876d72867e7ee6e7425/whitby-theothernavyatwarthercnstribalclassdestroyers.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_260.html"
